"ID","Orden","Fase","Módulo","Nivel","Semana sugerida","Lección","Tema","Objetivo de aprendizaje","Conceptos clave","Ejercicio guiado","Tarea / Entregable","Proyecto asociado","Herramientas","Duración clase (h)","Práctica sugerida (h)","Prioridad","Estado"
"UNE12D04","308","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 4","4","Clase diaria 4: Fundamentos de pruebas unitarias con unittest","Comprender y aplicar fundamentos de pruebas unitarias con unittest dentro del objetivo del Nivel 12.","Fundamentos de pruebas unitarias con unittest","Realizar un ejemplo guiado de fundamentos de pruebas unitarias con unittest.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D05","309","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 5","5","Clase diaria 5: Ejercicio guiado de pruebas unitarias con unittest","Comprender y aplicar ejercicio guiado de pruebas unitarias con unittest dentro del objetivo del Nivel 12.","Ejercicio guiado de pruebas unitarias con unittest","Realizar un ejemplo guiado de ejercicio guiado de pruebas unitarias con unittest.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D06","310","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 6","6","Clase diaria 6: Fundamentos de pruebas unitarias con pytest","Comprender y aplicar fundamentos de pruebas unitarias con pytest dentro del objetivo del Nivel 12.","Fundamentos de pruebas unitarias con pytest","Realizar un ejemplo guiado de fundamentos de pruebas unitarias con pytest.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D07","311","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 7","7","Clase diaria 7: Ejercicio guiado de pruebas unitarias con pytest","Comprender y aplicar ejercicio guiado de pruebas unitarias con pytest dentro del objetivo del Nivel 12.","Ejercicio guiado de pruebas unitarias con pytest","Realizar un ejemplo guiado de ejercicio guiado de pruebas unitarias con pytest.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D08","312","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 8","8","Clase diaria 8: Práctica P1: suite de pruebas unitarias con pytest para un proyecto propio","Completar la práctica p1: suite de pruebas unitarias con pytest para un proyecto propio y demostrar los conocimientos acumulados.","Práctica P1: suite de pruebas unitarias con pytest para un proyecto propio","Desarrollar paso a paso la práctica p1: suite de pruebas unitarias con pytest para un proyecto propio.","Entregar la evidencia funcional de la práctica p1: suite de pruebas unitarias con pytest para un proyecto propio.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D09","313","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 9","9","Clase diaria 9: Fundamentos de fixtures, parametrización y mocks","Comprender y aplicar fundamentos de fixtures, parametrización y mocks dentro del objetivo del Nivel 12.","Fundamentos de fixtures, parametrización y mocks","Realizar un ejemplo guiado de fundamentos de fixtures, parametrización y mocks.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D10","314","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 10","10","Clase diaria 10: Ejercicio guiado de fixtures, parametrización y mocks","Comprender y aplicar ejercicio guiado de fixtures, parametrización y mocks dentro del objetivo del Nivel 12.","Ejercicio guiado de fixtures, parametrización y mocks","Realizar un ejemplo guiado de ejercicio guiado de fixtures, parametrización y mocks.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D11","315","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 11","11","Clase diaria 11: Fundamentos de linters y análisis estático","Comprender y aplicar fundamentos de linters y análisis estático dentro del objetivo del Nivel 12.","Fundamentos de linters y análisis estático","Realizar un ejemplo guiado de fundamentos de linters y análisis estático.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D12","316","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 12","12","Clase diaria 12: Ejercicio guiado de linters y análisis estático","Comprender y aplicar ejercicio guiado de linters y análisis estático dentro del objetivo del Nivel 12.","Ejercicio guiado de linters y análisis estático","Realizar un ejemplo guiado de ejercicio guiado de linters y análisis estático.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D13","317","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 13","13","Clase diaria 13: Fundamentos de formateo automático de código","Comprender y aplicar fundamentos de formateo automático de código dentro del objetivo del Nivel 12.","Fundamentos de formateo automático de código","Realizar un ejemplo guiado de fundamentos de formateo automático de código.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D14","318","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 14","14","Clase diaria 14: Ejercicio guiado de formateo automático de código","Comprender y aplicar ejercicio guiado de formateo automático de código dentro del objetivo del Nivel 12.","Ejercicio guiado de formateo automático de código","Realizar un ejemplo guiado de ejercicio guiado de formateo automático de código.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D15","319","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 15","15","Clase diaria 15: Práctica P2: configuración de un entorno virtual y requirements.txt","Completar la práctica p2: configuración de un entorno virtual y requirements.txt y demostrar los conocimientos acumulados.","Práctica P2: configuración de un entorno virtual y requirements.txt","Desarrollar paso a paso la práctica p2: configuración de un entorno virtual y requirements.txt.","Entregar la evidencia funcional de la práctica p2: configuración de un entorno virtual y requirements.txt.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D16","320","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 16","16","Clase diaria 16: Fundamentos de cobertura de código","Comprender y aplicar fundamentos de cobertura de código dentro del objetivo del Nivel 12.","Fundamentos de cobertura de código","Realizar un ejemplo guiado de fundamentos de cobertura de código.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D17","321","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 17","17","Clase diaria 17: Ejercicio guiado de cobertura de código","Comprender y aplicar ejercicio guiado de cobertura de código dentro del objetivo del Nivel 12.","Ejercicio guiado de cobertura de código","Realizar un ejemplo guiado de ejercicio guiado de cobertura de código.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D18","322","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 18","18","Clase diaria 18: Fundamentos de entornos virtuales","Comprender y aplicar fundamentos de entornos virtuales dentro del objetivo del Nivel 12.","Fundamentos de entornos virtuales","Realizar un ejemplo guiado de fundamentos de entornos virtuales.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D19","323","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 19","19","Clase diaria 19: Ejercicio guiado de entornos virtuales","Comprender y aplicar ejercicio guiado de entornos virtuales dentro del objetivo del Nivel 12.","Ejercicio guiado de entornos virtuales","Realizar un ejemplo guiado de ejercicio guiado de entornos virtuales.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D20","324","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 20","20","Clase diaria 20: Fundamentos de requirements.txt y gestión de dependencias","Comprender y aplicar fundamentos de requirements.txt y gestión de dependencias dentro del objetivo del Nivel 12.","Fundamentos de requirements.txt y gestión de dependencias","Realizar un ejemplo guiado de fundamentos de requirements.txt y gestión de dependencias.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D21","325","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 21","21","Clase diaria 21: Fundamentos de Git: commits, ramas y merges","Comprender y aplicar fundamentos de git: commits, ramas y merges dentro del objetivo del Nivel 12.","Fundamentos de Git: commits, ramas y merges","Realizar un ejemplo guiado de fundamentos de git: commits, ramas y merges.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D22","326","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 22","22","Clase diaria 22: Práctica P3: repositorio Git con flujo de ramas y pull requests","Completar la práctica p3: repositorio git con flujo de ramas y pull requests y demostrar los conocimientos acumulados.","Práctica P3: repositorio Git con flujo de ramas y pull requests","Desarrollar paso a paso la práctica p3: repositorio git con flujo de ramas y pull requests.","Entregar la evidencia funcional de la práctica p3: repositorio git con flujo de ramas y pull requests.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D23","327","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 23","23","Clase diaria 23: Fundamentos de GitHub: repositorios, pull requests y revisión","Comprender y aplicar fundamentos de github: repositorios, pull requests y revisión dentro del objetivo del Nivel 12.","Fundamentos de GitHub: repositorios, pull requests y revisión","Realizar un ejemplo guiado de fundamentos de github: repositorios, pull requests y revisión.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D24","328","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 24","24","Clase diaria 24: Fundamentos de integración continua con GitHub Actions","Comprender y aplicar fundamentos de integración continua con github actions dentro del objetivo del Nivel 12.","Fundamentos de integración continua con GitHub Actions","Realizar un ejemplo guiado de fundamentos de integración continua con github actions.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D25","329","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 25","25","Clase diaria 25: Fundamentos de fundamentos de Docker","Comprender y aplicar fundamentos de fundamentos de docker dentro del objetivo del Nivel 12.","Fundamentos de fundamentos de Docker","Realizar un ejemplo guiado de fundamentos de fundamentos de docker.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D26","330","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 26","26","Clase diaria 26: Práctica P4: contenerización de una aplicación Python con Docker","Completar la práctica p4: contenerización de una aplicación python con docker y demostrar los conocimientos acumulados.","Práctica P4: contenerización de una aplicación Python con Docker","Desarrollar paso a paso la práctica p4: contenerización de una aplicación python con docker.","Entregar la evidencia funcional de la práctica p4: contenerización de una aplicación python con docker.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D27","331","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 27","27","Clase diaria 27: Fundamentos de Dockerfile e imagen de una aplicación Python","Comprender y aplicar fundamentos de dockerfile e imagen de una aplicación python dentro del objetivo del Nivel 12.","Fundamentos de Dockerfile e imagen de una aplicación Python","Realizar un ejemplo guiado de fundamentos de dockerfile e imagen de una aplicación python.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D28","332","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 28","28","Clase diaria 28: Fundamentos de contenedores, variables de entorno y puertos","Comprender y aplicar fundamentos de contenedores, variables de entorno y puertos dentro del objetivo del Nivel 12.","Fundamentos de contenedores, variables de entorno y puertos","Realizar un ejemplo guiado de fundamentos de contenedores, variables de entorno y puertos.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D29","333","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 29","29","Clase diaria 29: Fundamentos de despliegue de Flask o Django en la nube","Comprender y aplicar fundamentos de despliegue de flask o django en la nube dentro del objetivo del Nivel 12.","Fundamentos de despliegue de Flask o Django en la nube","Realizar un ejemplo guiado de fundamentos de despliegue de flask o django en la nube.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE12D30","334","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 12 — Testing, buenas prácticas y despliegue","Junio 2027 · Día 30","30","Clase diaria 30: Práctica P5: proyecto de despliegue de una aplicación Flask o Django en la nube","Completar la práctica p5: proyecto de despliegue de una aplicación flask o django en la nube y demostrar los conocimientos acumulados.","Práctica P5: proyecto de despliegue de una aplicación Flask o Django en la nube","Desarrollar paso a paso la práctica p5: proyecto de despliegue de una aplicación flask o django en la nube.","Entregar la evidencia funcional de la práctica p5: proyecto de despliegue de una aplicación flask o django en la nube.","Aplicación desplegada","pytest, unittest, Git, GitHub, Docker, nube","1,5","1,","Alta","Pendiente"
"UNE13D01","335","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 1","1","Clase diaria 1: Introducción al Nivel 13: objetivos, herramientas y proyecto del mes","Comprender y aplicar introducción al nivel 13: objetivos, herramientas y proyecto del mes dentro del objetivo del Nivel 13.","Introducción al Nivel 13: objetivos, herramientas y proyecto del mes","Realizar un ejemplo guiado de introducción al nivel 13: objetivos, herramientas y proyecto del mes.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D02","336","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 2","2","Clase diaria 2: Fundamentos de qué es la inteligencia artificial y sus límites","Comprender y aplicar fundamentos de qué es la inteligencia artificial y sus límites dentro del objetivo del Nivel 13.","Fundamentos de qué es la inteligencia artificial y sus límites","Realizar un ejemplo guiado de fundamentos de qué es la inteligencia artificial y sus límites.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D03","337","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 3","3","Clase diaria 3: Ejercicio guiado de qué es la inteligencia artificial y sus límites","Comprender y aplicar ejercicio guiado de qué es la inteligencia artificial y sus límites dentro del objetivo del Nivel 13.","Ejercicio guiado de qué es la inteligencia artificial y sus límites","Realizar un ejemplo guiado de ejercicio guiado de qué es la inteligencia artificial y sus límites.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D04","338","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 4","4","Clase diaria 4: Aplicación práctica de qué es la inteligencia artificial y sus límites","Comprender y aplicar aplicación práctica de qué es la inteligencia artificial y sus límites dentro del objetivo del Nivel 13.","Aplicación práctica de qué es la inteligencia artificial y sus límites","Realizar un ejemplo guiado de aplicación práctica de qué es la inteligencia artificial y sus límites.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D05","339","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 5","5","Clase diaria 5: Fundamentos de procesamiento de lenguaje natural NLP","Comprender y aplicar fundamentos de procesamiento de lenguaje natural nlp dentro del objetivo del Nivel 13.","Fundamentos de procesamiento de lenguaje natural NLP","Realizar un ejemplo guiado de fundamentos de procesamiento de lenguaje natural nlp.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D06","340","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 6","6","Clase diaria 6: Ejercicio guiado de procesamiento de lenguaje natural NLP","Comprender y aplicar ejercicio guiado de procesamiento de lenguaje natural nlp dentro del objetivo del Nivel 13.","Ejercicio guiado de procesamiento de lenguaje natural NLP","Realizar un ejemplo guiado de ejercicio guiado de procesamiento de lenguaje natural nlp.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D07","341","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 7","7","Clase diaria 7: Aplicación práctica de procesamiento de lenguaje natural NLP","Comprender y aplicar aplicación práctica de procesamiento de lenguaje natural nlp dentro del objetivo del Nivel 13.","Aplicación práctica de procesamiento de lenguaje natural NLP","Realizar un ejemplo guiado de aplicación práctica de procesamiento de lenguaje natural nlp.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D08","342","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 8","8","Clase diaria 8: Práctica P1: chatbot básico integrado con una API de IA","Completar la práctica p1: chatbot básico integrado con una api de ia y demostrar los conocimientos acumulados.","Práctica P1: chatbot básico integrado con una API de IA","Desarrollar paso a paso la práctica p1: chatbot básico integrado con una api de ia.","Entregar la evidencia funcional de la práctica p1: chatbot básico integrado con una api de ia.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D09","343","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 9","9","Clase diaria 9: Fundamentos de visión por computadora","Comprender y aplicar fundamentos de visión por computadora dentro del objetivo del Nivel 13.","Fundamentos de visión por computadora","Realizar un ejemplo guiado de fundamentos de visión por computadora.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D10","344","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 10","10","Clase diaria 10: Ejercicio guiado de visión por computadora","Comprender y aplicar ejercicio guiado de visión por computadora dentro del objetivo del Nivel 13.","Ejercicio guiado de visión por computadora","Realizar un ejemplo guiado de ejercicio guiado de visión por computadora.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D11","345","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 11","11","Clase diaria 11: Fundamentos de modelos generativos","Comprender y aplicar fundamentos de modelos generativos dentro del objetivo del Nivel 13.","Fundamentos de modelos generativos","Realizar un ejemplo guiado de fundamentos de modelos generativos.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D12","346","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 12","12","Clase diaria 12: Ejercicio guiado de modelos generativos","Comprender y aplicar ejercicio guiado de modelos generativos dentro del objetivo del Nivel 13.","Ejercicio guiado de modelos generativos","Realizar un ejemplo guiado de ejercicio guiado de modelos generativos.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D13","347","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 13","13","Clase diaria 13: Práctica P2: uso de GitHub Copilot en un proyecto real","Completar la práctica p2: uso de github copilot en un proyecto real y demostrar los conocimientos acumulados.","Práctica P2: uso de GitHub Copilot en un proyecto real","Desarrollar paso a paso la práctica p2: uso de github copilot en un proyecto real.","Entregar la evidencia funcional de la práctica p2: uso de github copilot en un proyecto real.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D14","348","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 14","14","Clase diaria 14: Fundamentos de consumo seguro de APIs de IA","Comprender y aplicar fundamentos de consumo seguro de apis de ia dentro del objetivo del Nivel 13.","Fundamentos de consumo seguro de APIs de IA","Realizar un ejemplo guiado de fundamentos de consumo seguro de apis de ia.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D15","349","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 15","15","Clase diaria 15: Ejercicio guiado de consumo seguro de APIs de IA","Comprender y aplicar ejercicio guiado de consumo seguro de apis de ia dentro del objetivo del Nivel 13.","Ejercicio guiado de consumo seguro de APIs de IA","Realizar un ejemplo guiado de ejercicio guiado de consumo seguro de apis de ia.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D16","350","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 16","16","Clase diaria 16: Fundamentos de diseño de prompts y manejo de respuestas","Comprender y aplicar fundamentos de diseño de prompts y manejo de respuestas dentro del objetivo del Nivel 13.","Fundamentos de diseño de prompts y manejo de respuestas","Realizar un ejemplo guiado de fundamentos de diseño de prompts y manejo de respuestas.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D17","351","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 17","17","Clase diaria 17: Ejercicio guiado de diseño de prompts y manejo de respuestas","Comprender y aplicar ejercicio guiado de diseño de prompts y manejo de respuestas dentro del objetivo del Nivel 13.","Ejercicio guiado de diseño de prompts y manejo de respuestas","Realizar un ejemplo guiado de ejercicio guiado de diseño de prompts y manejo de respuestas.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D18","352","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 18","18","Clase diaria 18: Fundamentos de chatbots inteligentes con APIs de IA","Comprender y aplicar fundamentos de chatbots inteligentes con apis de ia dentro del objetivo del Nivel 13.","Fundamentos de chatbots inteligentes con APIs de IA","Realizar un ejemplo guiado de fundamentos de chatbots inteligentes con apis de ia.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D19","353","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 19","19","Clase diaria 19: Ejercicio guiado de chatbots inteligentes con APIs de IA","Comprender y aplicar ejercicio guiado de chatbots inteligentes con apis de ia dentro del objetivo del Nivel 13.","Ejercicio guiado de chatbots inteligentes con APIs de IA","Realizar un ejemplo guiado de ejercicio guiado de chatbots inteligentes con apis de ia.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D20","354","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 20","20","Clase diaria 20: Práctica P3: automatización de pruebas asistida por IA","Completar la práctica p3: automatización de pruebas asistida por ia y demostrar los conocimientos acumulados.","Práctica P3: automatización de pruebas asistida por IA","Desarrollar paso a paso la práctica p3: automatización de pruebas asistida por ia.","Entregar la evidencia funcional de la práctica p3: automatización de pruebas asistida por ia.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D21","355","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 21","21","Clase diaria 21: Fundamentos de GitHub Copilot en el desarrollo real","Comprender y aplicar fundamentos de github copilot en el desarrollo real dentro del objetivo del Nivel 13.","Fundamentos de GitHub Copilot en el desarrollo real","Realizar un ejemplo guiado de fundamentos de github copilot en el desarrollo real.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
